Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
All Day and a Night,nan,Joe Robert Cole,"['Ashton Sanders', 'Jeffrey Wright', 'Isaiah John', 'Kelly Jenrette', ""Shakira Ja'nai Paye"", 'Regina Taylor', 'Jalyn Hall', 'Ramone Hamilton', 'Christopher Meyer', 'Kaleb Alexander Roberts', 'Andrea Ellsworth', 'James Earl', 'Yahya Abdul-Mateen II', 'Star Amerasu', 'Tony Toste', 'Kelechi Nwadibia', 'Michael J. Gwynn']",3.21,nan,['Drama'],121,['USA'],English,"['English', 'Spanish']","While serving life in prison, a young man looks back at the people, the circumstances and the system that set him on the path toward his crime.","['Color Force', 'Mighty Engine']",7488,1829,1548,42,23,70,93,442,864,1584,1119,891,201,407,5694,https://letterboxd.com/film/all-day-and-a-night/
Trolls World Tour,nan,Walt Dohrn,"['Anna Kendrick', 'Justin Timberlake', 'Ron Funches', 'Rachel Bloom', 'James Corden', 'Kelly Clarkson', 'Anderson .Paak', 'Sam Rockwell', 'George Clinton', 'Mary J. Blige', 'Kenan Thompson', 'Kunal Nayyar', 'Caroline Hjelt', 'Aino Jawo', 'J Balvin', 'Flula Borg', 'Ester Dean', 'Jamie Dornan', 'Gustavo Dudamel', 'Ozzy Osbourne', 'Anthony Ramos', 'Karan Soni', 'Charlyne Yi', 'JOY', 'YERI', 'IRENE', 'SEULGI', 'WENDY', 'Zooey Deschanel', 'Christopher Mintz-Plasse', 'Kevin Michael Richardson', 'Walt Dohrn', 'David P. Smith', ""Da'Vine Joy Randolph"", 'Justin McElroy', 'Griffin McElroy', 'Travis McElroy', 'Betsy Sodaro', 'Marcella Lentz-Pope', 'Berenice Amador', 'Jamila Hache']",2.78,nan,"['Music', 'Adventure', 'Fantasy', 'Family', 'Comedy', 'Animation']",91,"['Japan', 'USA']",English,['English'],"Queen Poppy and Branch make a surprising discovery — there are other Troll worlds beyond their own, and their distinct differences create big clashes between these various tribes. When a mysterious threat puts all of the Trolls across the land in danger, Poppy, Branch, and their band of friends must embark on an epic quest to create harmony among the feuding Trolls to unite them against certain doom.","['DreamWorks Animation', 'Universal Pictures', 'dentsu']",137442,24354,21690,554,2372,4713,4989,12180,12132,21807,11058,11333,2371,7663,90618,https://letterboxd.com/film/trolls-world-tour/
Sergio,nan,Greg Barker,"['Wagner Moura', 'Ana de Armas', 'Garret Dillahunt', 'Will Dalton', 'Bradley Whitford', ""Brían F. O'Byrne"", 'Clemens Schick', 'Clarisse Abujamra', 'Pedro Hossi', 'Sahajak Boonthanakit', 'Vithaya Pansringarm', 'Eduardo Melo', 'João Barreto', 'Osama Bin Laden', 'Sameera Asir']",2.82,nan,['Drama'],118,"['Albania', 'Jordan', 'Thailand', 'USA']",English,"['English', 'French', 'Portuguese', 'Spanish']","A sweeping drama set in the chaotic aftermath of the US invasion of Iraq, where the life of top UN diplomat Brazilian Sérgio Vieira de Mello hangs in the balance during the most treacherous mission of his career.","['Black Rabbit Media', 'Anima Pictures', 'Desert Motion Pictures', 'Thai Occidental Productions']",15465,2953,1803,17,119,369,451,1786,2033,3348,1505,1144,186,501,11442,https://letterboxd.com/film/sergio-2020/
Magic Camp,nan,Mark Waters,"['Adam Devine', 'Jeffrey Tambor', 'Gillian Jacobs', 'Nathaniel Logan McIntyre', 'Cole Sand', 'Isabella Crovetti', 'Josie Totah', 'Izabella Alvarez', 'Hayden Crawford', 'Bianca Grava', 'Aldis Hodge', 'Rochelle Aytes', 'Krystal Joy Brown', 'Desmond Chiam', 'Lonnie Chavis', 'Riley Siegler', 'Justin Willman', 'Verona Blue', 'Nick Bush', 'Chauntal Lewis', 'Lexi Marman', 'Charlet Chung', 'Madison Bontempo', 'Edith Fields', 'Tom Lommel', 'Rebecca Metz', 'Michael Anastasia', 'Serena Aarniokoski', 'Victor Buno', 'Jor-el Vaasborg', 'Jono Cota', 'Ego Nwodim', 'Willie Garson', 'Joe Alvarez', 'Nicole Lynn Evans', 'Rosalind Chao', 'Ryker Baloun', 'Kaden Cole', 'Daniel Hoffman', 'Alejandro Fuenzalida', 'Brayden Titus']",2.65,nan,"['Fantasy', 'Comedy', 'Family']",100,['USA'],English,['English'],"Andy, at the urging of his former mentor and Magic Camp owner Roy Preston, returns to the camp of his youth hoping to reignite his career. Instead, he finds inspiration in his ragtag bunch of rookie magicians.","['Team Todd', 'Gunn Films', 'Walt Disney Pictures']",6167,2141,710,1,115,270,283,740,827,1132,430,275,55,92,4219,https://letterboxd.com/film/magic-camp-2020/
The Call of the Wild,nan,Chris Sanders,"['Harrison Ford', 'Dan Stevens', 'Colin Woodell', 'Karen Gillan', 'Omar Sy', 'Raven Scott', 'Wes Brown', 'Cara Gee', 'Jean Louisa Kelly', 'Terry Notary', 'Preston Bailey', 'Michael Horse', 'Alex Solowitz', 'Stephanie Czajkowski', 'Adam Fergus', 'Brad Greenquist', 'Scott MacDonald', 'Anthony Molinari', 'Karl Makinen', 'Larry Cedar', 'Chase Victoria', 'Chris Graham', 'Kirk Geiger', 'Bradley Whitford', 'Abraham Benrubi', 'Thomas Adoue Polk', 'Benjamin Hoffman', 'Aria Lyric Leabu', 'Salem Meade', 'Greg Tarzan Davis', 'Jamie Bock', 'Adam Zastrow', 'Bryan Scott Johnson', 'Paul Mabon', 'Tim DeZarn', 'P.J. King', 'Michael Lanahan', 'Joshua Nazaroff', 'Martin J. Riddell', 'Ellen Buckley', 'Dillon Daniel Mutyaba', 'Alexander Lewis', 'Michael Froton', 'Anthony Fox', 'Patty Ann Nix', 'Heather McPhaul', 'Micah Fitzgerald']",3.01,nan,"['Family', 'Drama', 'Adventure']",100,"['Canada', 'USA']",English,['English'],"Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.","['3 Arts Entertainment', '20th Century Studios', 'TSG Entertainment', 'Halon Entertainment']",71117,13033,11705,91,370,1153,1600,5051,7276,15717,8913,6625,1285,2710,50700,https://letterboxd.com/film/the-call-of-the-wild-2020/
Horse Girl,nan,Jeff Baena,"['Alison Brie', 'Debby Ryan', 'John Reynolds', 'Molly Shannon', 'John Ortiz', 'Meredith Hagner', 'Jake Picking', 'David Paymer', 'Jay Duplass', 'Toby Huss', 'Lauren Weedman', 'Angela Trimbur', 'Aaron Stanford', 'Matthew Gray Gubler', 'Robin Tunney', 'Paul Reiser', 'Stella Chestnut', 'Hazel Armenante', 'Mary Apick', 'Dylan Gelula', 'Andrew Patrick Ralston', 'Dendrie Taylor', 'Zoe Saltz', 'Victoria Clare', 'Luis Fernandez-Gil', 'Allan McLeod', 'Bonnie Burroughs', 'Sharae Nikai', 'Goldenite']",2.95,nan,['Drama'],104,['USA'],English,['English'],"A socially awkward woman with a fondness for arts and crafts, horses, and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life.",['Duplass Brothers Productions'],86935,17203,14118,187,1090,2306,2355,8062,8763,15487,10032,8359,1667,2418,60539,https://letterboxd.com/film/horse-girl-2020/
Vampires vs. the Bronx,nan,Oz Rodríguez,"['Jaden Michael', 'Gerald Jones', 'Gregory Díaz IV', 'Sarah Gadon', 'Method Man', 'Shea Whigham', 'Coco Jones', 'The Kid Mero', 'Chris Redd', 'Vladimir Caamaño', 'Jeremie Harris', 'Adam David Thompson', 'Judy Marte', 'Richard Bekins', 'Zoe Saldaña', 'Socorro Santiago', 'Germar Terrell Gardner', 'Josiah Nolan', 'Anthony Mecca', 'Imani Lewis', 'Toree Alexandre', 'Jordan Tyson', 'Heather Simms', 'Roy Jackson', 'Nikiya Mathis', 'Jaime Fernandez', 'Sudi Green', 'Nyleek Moore', 'Michael Diaz', 'Tuffy Questell', 'Carl Ducena']",2.89,nan,"['Comedy', 'Horror']",86,['USA'],English,"['English', 'Spanish']",Three gutsy kids from a rapidly gentrifying Bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.,"['Broadway Video', 'Universal Pictures', 'Caviar']",35301,10676,6661,8,244,608,806,2878,4139,8602,4744,2843,430,657,25951,https://letterboxd.com/film/vampires-vs-the-bronx/
She Dies Tomorrow,nan,Amy Seimetz,"['Kate Lyn Sheil', 'Jane Adams', 'Kentucker Audley', 'Katie Aselton', 'Chris Messina', 'Tunde Adebimpe', 'Jennifer Kim', 'Josh Lucas', 'Adam Wingard', 'Michelle Rodriguez', 'Olivia Taylor Dudley', 'Madison Calderon', 'James Benning', 'Oden Mack']",2.87,nan,['Drama'],85,['USA'],English,['English'],"Amy is ravaged by the notion that she is going to die tomorrow, which sends her down a dizzying emotional spiral. When her skeptical friend Jane discovers Amy’s feeling of imminent death to be contagious, they both begin bizarre journeys through what might be the last day of their lives.",['Rustic Films'],39548,18582,6438,27,818,1631,1609,4086,4463,7101,5448,3790,756,534,30236,https://letterboxd.com/film/she-dies-tomorrow/
Resistance,nan,Jonathan Jakubowicz,"['Jesse Eisenberg', 'Ed Harris', 'Clémence Poésy', 'Matthias Schweighöfer', 'Bella Ramsey', 'Géza Röhrig', 'Félix Moati', 'Vica Kerekes', 'Martha Issová', 'Karl Markovics', 'Arndt Schwering-Sohnrey', 'Alex Fondja', 'Aurélie Bancilhon', 'Alicia von Rittberg', 'Louise Morell', 'Wolfgang Ceczor', 'Philip Lenkowsky', 'Edgar Ramírez', 'Klára Issová', 'Dimitri Storoge', 'Felicity Montagu', 'Steffen Jung', 'Michael Koschorek', 'Werner Biermeier', 'Ryan Hadaller', 'Maxim Boubin', 'Tobias Gareth Elman', 'Wolf Sielaff', 'Ludvík Bohadlo']",3.22,nan,"['Drama', 'History', 'War']",120,"['Czechia', 'Germany', 'UK', 'USA']",English,"['English', 'French', 'German', 'Hebrew (modern)', 'Italian']",The story of mime Marcel Marceau as he works with a group of Jewish boy scouts and the French Resistance to save the lives of ten thousand orphans during World War II.,"['Pantaleon Films', 'Bliss Media', 'Epicentral Studios', 'Ingenious Media', 'Riverstone Pictures', 'RocketScience', 'Resistance Film US', 'Warner Bros. Film Productions Germany', 'Vertical Media']",10972,2978,1867,14,46,140,198,652,1010,2234,1630,1362,280,589,8141,https://letterboxd.com/film/resistance-2020/
The Babysitter: Killer Queen,nan,McG,"['Judah Lewis', 'Jenna Ortega', 'Emily Alyn Lind', 'Andrew Bachelor', 'Robbie Amell', 'Bella Thorne', 'Hana Mae Lee', 'Ken Marino', 'Leslie Bibb', 'Chris Wylde', 'Carl McDowell', 'Maximilian Acevedo', 'Juliocesar Chavez', 'Jennifer Foster', 'Raymond Patterson', 'Valentina Mandala', 'Amanda Cerny', 'Helen Hong', 'Jason Rogel', 'Scott MacArthur', 'Nandini Minocha', 'Rachel Paulson', 'Jonathan Bray', 'Sean Burgos', 'Melanie Herrera', 'Easton Alexeyev', 'Alan C. Schwartz', 'Olabisi Kovabel', 'Jose Diaz', 'Tanner Zingleman', 'Bear McCreary', 'Samara Weaving', 'Harrison Thomas Boxley', 'Ashley Brant', 'Molly Cravens', 'Kapri Dabrowska', 'On Mekahel', 'Amber Pauline', 'Sofia Piassi', 'Rylee Ryan', 'Emily Brobst']",2.51,nan,"['Comedy', 'Horror']",101,['USA'],English,['English'],"Two years after defeating a satanic cult led by his babysitter Bee, Cole's trying to forget his past and focus on surviving high school. But when old enemies unexpectedly return, Cole will once again have to outsmart the forces of evil.","['Wonderland Sound and Vision', 'Boies/Schiller Film Group']",258443,32672,37665,197,5981,12231,12373,30175,28425,42975,19920,17101,3099,7265,179545,https://letterboxd.com/film/the-babysitter-killer-queen/
Eurovision Song Contest: The Story of Fire Saga,nan,David Dobkin,"['Rachel McAdams', 'Will Ferrell', 'Pierce Brosnan', 'Dan Stevens', 'Jamie Demetriou', 'Ólafur Darri Ólafsson', 'Melissanthi Mahut', 'Joi Johannsson', 'Björn Hlynur Haraldsson', 'Graham Norton', 'Demi Lovato', 'Jóhannes Haukur Jóhannesson', 'Bobby Lockwood', 'Elena Saurel', 'Julian Miller', 'Mikael Persbrandt', 'Jon Kortajarena', 'Elina Alminas', 'Alfrun Rose', 'Elin Petersdottir', 'Christopher Jeffers', 'Rebecca Harrod', 'Josh Zaré', 'Eleanor Williams', 'Björn Stefánsson', 'Maxim De Villiers', 'Chris Lew Kum Hoi', 'Tómas Lemarquis', 'Smari Gunn', 'Kajsa Mohammar', 'Gudmundur Thorvaldsson', 'Arnar Jónsson', 'Natasia Demetriou', 'Hannes Óli Ágústsson', 'Hlynur Þorsteinsson', 'William Lee Adams', 'Heidi Niemi', 'Chris Beaumont', 'Laura Hayden', 'Joshua Rumble', 'Harry Balazs', 'Jackson Couzens', 'Halldora Thoell', 'Nína Dögg Filippusdóttir', 'Alfie Melia', 'Mark Adams', 'Zack Propert', 'Brie Kristiansen', 'Gunnar Cauthery', 'Milan van Weelden', 'Alexander Tol', 'Andrei Zayats', 'Junior Delius', 'Daniela Tocari', 'Tharan Sivapatham', 'Miguel Angelo', 'Eveline Suter', 'Tommy Ashby', 'Lydia Clowes', 'Aiste S. Gram', 'Salvador Sobral', 'Marcus Garvey', 'John Lundvik', 'Anna Odobescu', 'Bilal Hassani', 'Loreen', 'Jessy Matador', 'Alexander Rybak', 'Jamala', 'Elina Nechayeva', 'Conchita Wurst', 'Netta', 'Sophia-Grace Donnelly', 'Trevor Allan Davies', 'Spike Jefferson', 'Grant Crookes', 'Jodie Cuaresma']",2.8,nan,"['Music', 'Comedy']",123,['USA'],English,"['English', 'French', 'Icelandic', 'Portuguese']","Two small-town singers chase their pop star dreams at a global music competition, where high stakes, scheming rivals and onstage mishaps test their bond.",['Gary Sanchez Productions'],251715,29543,36724,336,3953,8431,8571,24064,25080,43316,24313,18227,3428,6870,166253,https://letterboxd.com/film/eurovision-song-contest-the-story-of-fire-saga/
Lost Girls,nan,Liz Garbus,"['Amy Ryan', 'Thomasin McKenzie', 'Lola Kirke', 'Gabriel Byrne', 'Oona Laurence', 'Dean Winters', 'Molly Brown', 'Kevin Corrigan', 'Miriam Shor', 'Austyn Johnson', 'Reed Birney', 'Rosal Colon', 'Haskiri Velazquez', 'Harvey B. Jackson', 'Jared Johnston', 'Jimi Stanton', ""Matthew F. O'Connor"", 'Brian Adam DeJesus', 'Stan Carp', 'Karan Choudhary', 'Sarah Wisser', 'Aaron Morton', 'Jon Haslam', 'Grace Capeless', 'Laurie Dawn', 'Jon Berry', 'Paul Bomba', 'Brian Depetris', 'Ana Reeder', 'James Hiroyuki Liao', 'Mary Bacon', 'Ross Degraw', 'Buzz Roddy']",2.81,nan,"['History', 'Drama', 'Thriller', 'Mystery']",95,['USA'],English,['English'],"When Mari Gilbert's daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered prostitutes.","['Archer Gray', 'Langley Park Productions']",36771,7003,3161,2,207,720,1002,3952,5151,8749,3376,2050,241,575,26023,https://letterboxd.com/film/lost-girls-2020/
Lost Girls,nan,Liz Garbus,"['Amy Ryan', 'Thomasin McKenzie', 'Lola Kirke', 'Gabriel Byrne', 'Oona Laurence', 'Dean Winters', 'Molly Brown', 'Kevin Corrigan', 'Miriam Shor', 'Austyn Johnson', 'Reed Birney', 'Rosal Colon', 'Haskiri Velazquez', 'Harvey B. Jackson', 'Jared Johnston', 'Jimi Stanton', ""Matthew F. O'Connor"", 'Brian Adam DeJesus', 'Stan Carp', 'Karan Choudhary', 'Sarah Wisser', 'Aaron Morton', 'Jon Haslam', 'Grace Capeless', 'Laurie Dawn', 'Jon Berry', 'Paul Bomba', 'Brian Depetris', 'Ana Reeder', 'James Hiroyuki Liao', 'Mary Bacon', 'Ross Degraw', 'Buzz Roddy']",2.81,nan,"['History', 'Drama', 'Thriller', 'Mystery']",95,['USA'],English,['English'],"When Mari Gilbert's daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered prostitutes.","['Archer Gray', 'Langley Park Productions']",36771,7003,3161,2,207,720,1002,3952,5151,8749,3376,2050,241,575,26023,https://letterboxd.com/film/lost-girls-2020/
Body Cam,nan,Malik Vitthal,"['Mary J. Blige', 'Nat Wolff', 'David Zayas', 'Anika Noni Rose', 'David Warshofsky', 'Ian Casselberry', 'Philip Fornah', 'Lara Grice', 'Demetrius Grosse', 'Alfonzo Walker', 'Jeff Pope', 'Sylvia Grace Crim', 'Lorrie Odom', 'Naima Ramos-Chapman', 'Renell Gibbs', 'Altonio Jackson', 'Jibrail Nantambu']",2.39,nan,"['Mystery', 'Thriller', 'Horror']",96,['USA'],English,['English'],"As a police officer investigates the gruesome murder of her colleague, she discovers that a mysterious supernatural force is behind it.","['Paramount Players', 'ACE Entertainment']",6890,2131,565,1,172,432,524,1356,1135,1073,348,187,30,60,5317,https://letterboxd.com/film/body-cam/
Spenser Confidential,nan,Peter Berg,"['Mark Wahlberg', 'Winston Duke', 'Alan Arkin', 'Iliza Shlesinger', 'Michael Gaston', 'Bokeem Woodbine', 'Marc Maron', 'James DuMont', 'Post Malone', 'Colleen Camp', 'Hope Olaidé Wilson', 'Kip Weeks', 'Brandon Scales', 'Ayana Brown', 'Dustin Tucker', 'Josh Cronin', 'Alfred Briere', 'Rebecca Gibel', 'Alexandra Vino', 'Patty Ross', 'Chad Nehemiah Reed-Lopes', 'Chaz Jeremiah Reed-Lopes', 'Anthony ""Ace"" Thomas', 'Johnny Alves', 'Rich Skinner', 'Trevor Robertson', 'Donald Cerrone', 'Christopher Weigel', 'Arthur Wahlberg', 'Thomas Rosales Jr.', 'Stephanie Rodgers', 'Miles Walters', 'Paris Nixon', 'Marilyn Leung', 'Ricardo Pitts-Wiley', 'Bo Cleary', 'Jim Boyd', 'Bianca de la Garza', 'Jenny Johnson', 'Alberto Vasallo III', 'Va Lynda K. Robinson', 'Joe Carresi', 'Sam Schechter', 'Marina Varano', 'Kallie Tabor', 'Dennis Montgomery III', 'Mikelyn Roderick', 'Andresito Germosen De La Cruz', 'Eric Weinstein', 'Jeffrey Vincent Thompson', 'Josh Brogadir', 'Kevin McCormick', 'Leah Procito', 'Nick Cyr', 'Regis Prograis', 'Jason Armani Martinez', 'Brandon M. Shaw', 'Jason Molina', 'Carlos Escarfullery', ""Carrick O'Quinn"", 'Wayne Dalglish', 'Adrian M. Mompoint', 'Sal Mirabella Jr.', 'Dennis Pietrantonio', 'Billy Concha', ""Cary 'Big Shug' Guy"", 'Kevin Molis', ""Pat O'Shea"", 'Lawrence Duran', ""Mark 'Cowboy' Schotz"", 'Thanhminh Tan Thai', 'Cassidy Neal', 'Paul Noonan']",2.47,nan,"['Thriller', 'Comedy', 'Action']",110,['USA'],English,"['English', 'Spanish']","Spenser, a former Boston patrolman who just got out from prison, teams up with Hawk, an aspiring fighter, to unravel the truth behind the death of two police officers.","['Film 44', 'Original Film', 'Closest to the Hole Productions', 'Leverage Entertainment']",102961,11817,10265,21,1321,4283,5292,13745,13917,17973,6977,4486,577,1277,69848,https://letterboxd.com/film/spenser-confidential/
Sputnik,nan,Egor Abramenko,"['Oksana Akinshina', 'Fyodor Bondarchuk', 'Pyotr Fyodorov', 'Anton Vasilyev', 'Aleksey Demidov', 'Anna Nazarova', 'Albrecht Sander', 'Vitaliya Kornienko', 'Vasily Zotov', 'Aleksandr Marushev', 'Shamil Mukhamedov', 'Ruslan Dzhaybekov', 'Vitaly Kondrashov', 'Irina Byakova', 'Grigory Melikbekyan', 'Andrey Shvornev', 'Oleg Makhin', 'Andrey Smiryonnov', 'Nikolay Starodubtsev', 'Natalya Shvets', 'Pavel Ustinov']",3.18,nan,"['Horror', 'Drama', 'Science Fiction']",113,['Russia'],Russian,['Russian'],"At the height of the Cold War, a Soviet spacecraft crash lands after a mission gone awry, leaving the commander as its only survivor. After a renowned Russian psychologist is brought in to evaluate the commander’s mental state, it becomes clear that something dangerous may have come back to Earth with him…","['Vodorod Film Company', 'Art Pictures Studio', 'Hype Film', 'National Media Group', 'STS Media', 'Cinema Foundation of Russia']",41730,11513,7921,18,153,397,597,2310,4037,10618,8819,4936,736,659,33262,https://letterboxd.com/film/sputnik-2020/
A Babysitter's Guide to Monster Hunting,nan,Rachel Talalay,"['Tamara Smart', 'Oona Laurence', 'Alessio Scalzotto', 'Indya Moore', 'Tom Felton', 'Ian Ho', 'Tamsen McDonough', 'Troy Leigh-Anne Johnson', 'Lynn Masako Cheng', 'Ty Consiglio', 'Ashton Arbab', 'Crystal Balint', 'Ricky He', 'Cameron Bancroft', 'Anisa Harris', 'Kelcey Mawema', 'Isabel Birch', 'April Telek', 'John Murphy', 'Momona Tamada', 'José Giménez-Zapiola', 'Mithila Palkar', 'Linden Porco', 'Samantha Schimmer', 'Eliza Faria', 'Ben Cockell', 'Jude Wilson']",2.33,nan,"['Adventure', 'Family', 'Fantasy', 'Comedy']",94,['USA'],English,['English'],"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.","['The Montecito Picture Company', 'Walden Media']",8771,2213,705,5,297,506,530,1278,998,1280,377,287,47,128,5728,https://letterboxd.com/film/a-babysitters-guide-to-monster-hunting/
Secret Society of Second Born Royals,nan,Anna Mastro,"['Peyton Elizabeth Lee', 'Ashley Liao', 'Isabella Blake-Thomas', 'Olivia Deeble', 'Niles Fitch', 'Faly Rakotohavana', 'Elodie Yung', 'Skylar Astin', 'Noah Lomax', 'Greg Bryk', 'C.J. Dubé', 'Alli Chung', 'Kenny Wong', 'Xavier Schoppel', 'Sukhman Gill', 'Jadiel Dowlin', 'Jas Dhanda', 'Derry Robinson', 'Julie Nolke', 'Seth Mohan', 'Shiva Safari', 'Aisha Evelyna', 'Sierra Ashkewe', 'Crista Russo', 'Shawn Vincent', 'Chloe Avakian', 'Elika Tahary', 'Courtenay Taylor', 'Anthony Massullo', 'Jessica Du', 'Glen Michael Grant', 'Sam Page']",2.21,nan,"['Action', 'Adventure', 'Fantasy', 'Comedy']",97,"['Canada', 'USA']",English,['English'],"Sam is a teenage royal rebel, second in line to the throne of the kingdom of Illyria. Just as her disinterest in the royal way of life is at an all-time high, she discovers she has super-human abilities and is invited to join a secret society of similar extraordinary second-born royals charged with keeping the world safe.","['GulfStream Pictures', 'Maple Plus Productions', 'Disney Channels Worldwide']",11702,2649,978,2,522,912,857,1652,1128,1311,475,450,81,210,7598,https://letterboxd.com/film/secret-society-of-second-born-royals/
Love Wedding Repeat,nan,Dean Craig,"['Sam Claflin', 'Olivia Munn', 'Eleanor Tomlinson', 'Freida Pinto', 'Joel Fry', 'Jack Farthing', 'Allan Mustafa', 'Tim Key', 'Aisling Bea', 'Paolo Mazzarelli', 'Tiziano Caputo', 'Simonetta Solder', 'Stefano Patti', 'Giusi Merli', 'Francesca Rocco', 'Achille Brugnini', 'Alexander Forsyth', 'Christian Hillborg', 'Penny Ryder']",2.27,nan,"['Romance', 'Comedy']",100,"['UK', 'Italy']",English,"['English', 'Italian']","While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl that got away in alternate versions of the same day.","['Notorious Pictures', 'Tempo Productions Limited']",43133,6097,3194,10,1557,3179,2855,5945,4358,5217,1873,1483,218,508,27193,https://letterboxd.com/film/love-wedding-repeat/
The Coldest Game,nan,Łukasz Kośmicki,"['Bill Pullman', 'Lotte Verbeek', 'Nicholas Farrell', 'Corey Johnson', 'Robert Więckiewicz', 'James Bloor', 'Aleksey Serebryakov', 'Evgeniy Sidikhin', 'Cezary Kosiński', 'Aleksandr Lobanov', 'Wojciech Mecwaldowski', 'Magdalena Boczarska', 'Andy Beckwith', 'John Benfield', 'Ludwik Borkowski', 'Małgorzata Klara', 'Ksawery Szlenkier', 'Marcin Juchniewicz', 'Maurycy Łyczko', 'Jonathan L. Ramsey']",2.74,nan,"['Drama', 'Thriller']",104,['Poland'],English,"['English', 'Polish', 'Russian']","Warsaw, Poland, during the Cuban Missile Crisis, 1962. Josh Mansky, a troubled math genius and former US chess champion, is recruited to hold a dangerous public match against the Soviet champion, while playing the deadly game of espionage hidden in the darkest shadows of a hostile territory.","['Watchout Studio', 'TVN', 'Next Film', 'ITI Neovision']",7604,1236,681,7,106,252,377,962,1177,1585,681,421,63,102,5726,https://letterboxd.com/film/the-coldest-game/
The Binge,nan,Jeremy Garelick,"['Skyler Gisondo', 'Dexter Darden', 'Eduardo Franco', 'Vince Vaughn', 'Grace Van Dien', 'Esteban Benito', 'Eileen Galindo', 'Marta Piekarz', 'Zainne Saleh', 'Brittany Garms', 'Natalie Paige Goldberg', 'Ian Soares', 'Hayes MacArthur', 'Ryan Joseph Long']",2.51,nan,['Comedy'],98,['USA'],English,['English'],"In the not-so-distant future, all drinking and drugs have been made completely illegal by the government, except for one night a year. High school seniors Griffin, Hags, and Andrew make a pilgrimage to get to the best party in town where all their dreams will come true. They will have to avoid their crazed principal, violent siblings, and the wild animals roaming the streets.","['American High', 'LD Entertainment']",12670,2697,1888,18,360,814,874,1821,1606,1925,865,586,121,495,9467,https://letterboxd.com/film/the-binge/
